,PrevClinName1,ClinCityCode,Year,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,TotCycles,TotFrozTrans,AvgCancel,AvgFreshBR,AvgFrozenBR,AvgNumFrshEmbry,AvgNumThwEmbry
5968,CALIFORNIA CENTER FOR REPRODUCTIVE MEDICINE,ENCINITAS,2014.0,7.0,7,3,1,28.571428571428573,57.142857142857146,33.333333333333336,0.0,0.0,0.0,0.0,0.0,53.333333333333336,60.0,100.0,66.66666666666667,15.0,5,1,3,6.0,11.0,25.0,4.0,15.0,30.0,34.0,1.7,1.7,2.3,2.0,1.5,1.6,3.0,1.3,18.0,24.0,0.0,29.761904761904766,70.0,1.9249999999999998,1.8499999999999999
5969,"THE FERTILITY INSTITUTES-LOS ANGELES, NEW YORK, GUADALAJARA",ENCINO,2014.0,18.0,11,9,3,50.0,36.36363636363637,22.22222222222222,0.0,0.0,0.0,11.11111111111111,0.0,42.857142857142854,40.0,0.0,100.0,7.0,5,5,2,3.0,0.0,8.0,1.0,0.0,6.0,85.0,1.7,1.5,1.8,1.0,2.3,2.4,1.6,2.5,41.0,19.0,2.7777777777777777,27.14646464646465,45.714285714285715,1.5,2.1999999999999997
5970,HRC FERTILITY-ENCINO,ENCINO,2014.0,95.0,62,71,44,58.9,43.5,35.2,20.5,2.1,6.5,1.4,6.8,73.6,56.3,57.1,41.666666666666664,53.0,32,35,12,3.0,4.0,33.0,7.0,1.0,7.0,34.0,2.0,2.1,2.3,2.3,1.9,1.8,1.9,2.3,272.0,132.0,4.2,39.525000000000006,57.16666666666666,2.175,1.9749999999999999
5971,ZOUVES FERTILITY CENTER,FOSTER CITY,2014.0,2.0,1,1,3,0.0,0.0,0.0,33.333333333333336,0.0,0.0,0.0,33.333333333333336,51.8,45.7,57.1,35.714285714285715,56.0,70,42,14,8.0,20.0,33.0,11.0,3.0,33.0,9.0,1.5,2.0,3.0,2.5,1.5,1.3,1.3,1.2,7.0,182.0,8.333333333333334,8.333333333333334,47.57857142857143,2.25,1.325
5972,WEST COAST FERTILITY CENTERS,FOUNTAIN VALLEY,2014.0,19.0,13,14,3,47.36842105263158,15.384615384615385,14.285714285714286,0.0,5.2631578947368425,15.384615384615385,28.571428571428573,0.0,20.6,31.25,20.0,44.44444444444444,34.0,16,15,9,32.0,20.0,28.0,9.0,11.0,34.0,13.0,1.6,1.8,2.0,2.5,1.8,1.9,1.6,1.6,49.0,74.0,12.304800462695201,19.259687680740313,29.07361111111111,1.975,1.725
5973,XPERT FERTILITY CARE OF CALIFORNIA,FOUNTAIN VALLEY,2014.0,7.0,3,3,0,57.142857142857146,100.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,4.0,0,2,0,21.0,21.0,38.0,0.0,7.0,31.0,0.0,2.2,2.0,3.0,0.0,2.3,0.0,2.5,0.0,13.0,6.0,0.0,55.95238095238095,37.5,1.8,1.2
5974,KAISER PERMANENTE CENTER FOR REPRODUCTIVE HEALTH,FREMONT,2014.0,223.0,160,116,60,52.0,45.0,30.2,23.3,3.1,7.5,9.5,13.3,52.0,51.4,54.2,25.0,125.0,70,48,12,9.0,14.0,49.0,2.0,7.0,43.0,6.0,1.6,2.0,2.6,3.3,1.5,1.6,1.7,1.8,559.0,255.0,8.350000000000001,37.625,45.650000000000006,2.375,1.65
5975,CARE FERTILITY,GLENDALE,2014.0,44.0,31,40,13,11.4,12.9,2.5,7.6923076923076925,0.0,6.5,5.0,23.076923076923077,42.4,54.8,26.5,33.333333333333336,66.0,31,34,9,22.0,5.0,25.0,6.0,5.0,26.0,20.0,1.8,2.0,2.1,2.8,1.7,1.5,1.7,1.9,128.0,140.0,8.64423076923077,8.623076923076923,39.25833333333333,2.175,1.7000000000000002
5976,MARIN FERTILITY CENTER,GREENBRAE,2014.0,15.0,4,10,8,40.0,50.0,20.0,37.5,6.666666666666667,0.0,10.0,0.0,35.0,33.333333333333336,50.0,25.0,20.0,9,4,4,8.0,5.0,24.0,2.0,0.0,20.0,1.0,2.0,2.3,2.6,2.1,1.9,1.9,1.0,1.8,37.0,37.0,4.166666666666667,36.875,35.833333333333336,2.25,1.65
5977,"COASTAL FERTILITY MEDICAL CENTER, INC.",IRVINE,2014.0,47.0,33,18,10,19.1,18.2,0.0,0.0,8.5,24.2,5.555555555555555,20.0,6.25,17.4,33.333333333333336,0.0,16.0,23,18,8,11.0,3.0,46.0,5.0,4.0,22.0,20.0,2.2,2.3,2.1,2.0,2.1,2.3,2.2,2.5,108.0,65.0,14.56388888888889,9.325,14.245833333333334,2.15,2.2750000000000004
5978,FERTILITY CENTER OF SOUTHERN CALIFORNIA,IRVINE,2014.0,13.0,19,12,9,30.76923076923077,15.789473684210526,8.333333333333334,11.11111111111111,7.6923076923076925,5.2631578947368425,16.666666666666668,11.11111111111111,73.9,85.71428571428571,53.84615384615385,50.0,23.0,14,13,6,8.0,15.0,59.0,14.0,3.0,33.0,15.0,1.6,1.5,2.4,2.5,1.5,1.7,1.6,2.2,53.0,56.0,10.183310841205579,16.500787224471434,65.86510989010989,2.0,1.7500000000000002
5979,LIFE IVF CENTER,IRVINE,2014.0,29.0,13,23,8,48.3,15.384615384615385,21.7,25.0,0.0,7.6923076923076925,0.0,0.0,56.6,54.0,41.4,31.6,113.0,100,133,95,13.0,6.0,28.0,13.0,13.0,29.0,35.0,1.3,1.4,1.2,1.5,1.3,1.3,1.2,1.3,73.0,441.0,1.9230769230769231,27.596153846153847,45.9,1.35,1.275
5980,REPRODUCTIVE FERTILITY CENTER-OC,IRVINE,2014.0,163.0,85,54,34,45.4,34.1,20.4,5.9,0.0,0.0,0.0,0.0,40.8,38.7,25.0,16.666666666666668,49.0,31,12,12,8.0,7.0,33.0,2.0,5.0,26.0,19.0,1.9,2.1,2.4,2.4,2.0,2.0,2.3,2.5,336.0,104.0,0.0,26.450000000000003,30.291666666666668,2.2,2.2
5981,LOMA LINDA UNIVERSITY CENTER FOR FERTILITY AND IVF,LOMA LINDA,2014.0,45.0,29,20,7,42.2,31.0,20.0,0.0,13.3,13.8,20.0,14.285714285714286,58.1,50.0,38.46153846153846,0.0,31.0,16,13,2,27.0,23.0,47.0,14.0,15.0,41.0,7.0,1.8,1.7,2.8,2.0,1.8,2.0,2.2,1.0,101.0,62.0,15.346428571428572,23.3,36.64038461538461,2.075,1.75
5982,CALIFORNIA FERTILITY PARTNERS,LOS ANGELES,2014.0,49.0,50,79,58,8.2,16.0,12.7,10.3,16.3,8.0,26.6,39.7,37.5,42.6,43.2,34.5,32.0,47,37,29,9.0,4.0,57.0,8.0,29.0,26.0,20.0,2.0,2.3,2.5,2.4,1.6,1.6,1.6,2.0,236.0,145.0,22.650000000000002,11.8,39.45,2.3,1.7000000000000002
5983,CEDARS SINAI MEDICAL CENTER,LOS ANGELES,2014.0,15.0,6,15,13,26.666666666666668,16.666666666666668,13.333333333333334,7.6923076923076925,0.0,0.0,6.666666666666667,7.6923076923076925,20.0,100.0,0.0,33.333333333333336,10.0,1,8,3,19.0,15.0,51.0,8.0,21.0,28.0,9.0,1.4,1.4,1.9,2.0,1.3,2.0,1.4,1.7,49.0,22.0,3.58974358974359,16.08974358974359,38.333333333333336,1.6749999999999998,1.5999999999999999
5984,CHA FERTILITY CENTER,LOS ANGELES,2014.0,20.0,14,19,8,50.0,28.571428571428573,0.0,12.5,0.0,0.0,5.2631578947368425,0.0,48.8,66.7,33.333333333333336,0.0,41.0,21,9,1,4.0,6.0,56.0,2.0,4.0,15.0,7.0,1.9,2.0,2.1,1.9,1.7,2.1,2.0,2.0,61.0,72.0,1.3157894736842106,22.767857142857142,37.208333333333336,1.975,1.95
5985,PACIFIC FERTILITY CENTER-LOS ANGELES,LOS ANGELES,2014.0,64.0,30,24,16,26.6,30.0,20.8,12.5,0.0,0.0,4.2,0.0,36.4,36.8421052631579,18.75,0.0,55.0,19,16,2,6.0,3.0,22.0,3.0,5.0,15.0,50.0,1.7,1.7,2.5,1.8,1.6,1.9,1.8,1.0,134.0,92.0,1.05,22.475,22.998026315789474,1.925,1.575
5986,UCLA FERTILITY CENTER,LOS ANGELES,2014.0,27.0,14,17,10,18.5,14.285714285714286,5.882352941176471,20.0,0.0,0.0,0.0,0.0,31.4,35.294117647058826,25.0,40.0,35.0,17,12,5,3.0,8.0,4.0,5.0,2.0,26.0,41.0,1.4,1.5,1.9,1.9,1.3,1.3,1.5,1.6,68.0,69.0,0.0,14.667016806722689,32.923529411764704,1.6749999999999998,1.4249999999999998
5987,USC REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,LOS ANGELES,2014.0,56.0,60,73,38,42.9,33.3,16.4,15.8,1.8,5.0,8.2,0.0,21.1,35.5,23.5,33.333333333333336,38.0,31,34,9,9.0,7.0,61.0,8.0,9.0,51.0,10.0,1.9,2.4,3.1,3.6,1.7,1.9,2.5,3.2,227.0,112.0,3.75,27.099999999999998,28.358333333333334,2.75,2.325
5988,CARE FOR THE BAY AREA,LOS GATOS,2014.0,28.0,14,23,14,39.3,42.857142857142854,21.7,0.0,0.0,0.0,0.0,0.0,26.1,16.666666666666668,0.0,0.0,23.0,6,2,2,11.0,11.0,43.0,6.0,12.0,27.0,8.0,1.5,1.8,1.5,1.3,1.6,1.5,1.5,1.5,79.0,33.0,0.0,25.96428571428571,10.691666666666666,1.525,1.525
5989,INNOVATIVE FERTILITY CENTER,MANHATTAN BEACH,2014.0,6.0,12,7,4,16.666666666666668,50.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,28.571428571428573,50.0,60.0,25.0,14.0,4,5,4,5.0,0.0,9.0,0.0,0.0,42.0,39.0,2.7,2.5,2.3,2.5,1.6,1.8,2.4,3.5,29.0,27.0,0.0,20.23809523809524,40.89285714285714,2.5,2.325
5990,THE FERTILITY AND GYNECOLOGY CENTER,MONTEREY,2014.0,24.0,15,12,4,45.8,26.666666666666668,8.333333333333334,0.0,4.2,0.0,16.666666666666668,25.0,21.428571428571427,0.0,66.66666666666667,0.0,14.0,2,3,1,20.0,25.0,15.0,1.0,0.0,40.0,25.0,2.3,2.6,3.6,1.3,1.4,1.0,1.3,2.0,55.0,20.0,11.466666666666667,20.2,22.023809523809526,2.45,1.425
5991,NOVA IN VITRO FERTILIZATION,MOUNTAIN VIEW,2014.0,45.0,39,28,12,51.1,46.2,28.6,0.0,0.0,2.6,0.0,8.333333333333334,46.6,51.9,44.9,38.46153846153846,58.0,54,49,13,18.0,19.0,42.0,7.0,5.0,17.0,6.0,1.9,2.1,2.5,3.7,2.0,2.0,2.8,2.9,124.0,174.0,2.7333333333333334,31.475,45.465384615384615,2.55,2.425
5992,HRC FERTILITY-ORANGE COUNTY,NEWPORT BEACH,2014.0,133.0,76,53,20,65.4,65.8,52.8,45.0,0.0,1.3,0.0,15.0,89.8,68.0,71.42857142857143,66.66666666666667,59.0,25,14,3,5.0,11.0,26.0,4.0,4.0,33.0,40.0,1.4,1.4,1.6,1.5,1.6,1.4,1.5,1.7,282.0,101.0,4.075,57.25,73.97380952380954,1.475,1.55
5993,NEWPORT FERTILITY CENTER,NEWPORT BEACH,2014.0,9.0,5,3,0,44.44444444444444,60.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,57.142857142857146,40.0,50.0,33.333333333333336,14.0,10,12,3,10.0,7.0,64.0,10.0,18.0,12.0,19.0,1.7,1.4,2.0,0.0,1.6,1.5,1.4,1.7,17.0,39.0,0.0,42.77777777777778,45.11904761904762,1.275,1.55
5994,OC FERTILITY,NEWPORT BEACH,2014.0,8.0,2,2,0,12.5,0.0,0.0,0.0,0.0,0.0,50.0,0.0,78.1,73.33333333333333,54.54545454545455,33.333333333333336,32.0,15,11,3,4.0,18.0,27.0,18.0,23.0,38.0,24.0,1.0,2.0,1.0,0.0,1.2,1.2,1.4,1.0,12.0,61.0,12.5,3.125,59.82803030303031,1.0,1.2
5995,REPRODUCTIVE SPECIALTY MEDICAL CENTER,NEWPORT BEACH,2014.0,11.0,8,5,1,36.36363636363637,37.5,40.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,100.0,100.0,0.0,6.0,1,1,0,8.0,20.0,36.0,4.0,0.0,60.0,26.0,2.5,2.4,2.7,4.0,2.2,3.0,2.0,0.0,25.0,8.0,0.0,28.465909090909093,54.16666666666667,2.9000000000000004,1.8
5996,SOUTHERN CALIFORNIA CENTER FOR REPRODUCTIVE MEDICINE,NEWPORT BEACH,2014.0,8.0,5,13,7,0.0,0.0,0.0,0.0,37.5,20.0,30.76923076923077,42.857142857142854,73.1,66.2,55.0,78.3,78.0,71,60,23,10.0,7.0,44.0,10.0,8.0,40.0,68.0,0.0,0.0,0.0,0.0,1.1,1.2,1.2,1.1,33.0,232.0,32.78159340659341,0.0,68.15,0.0,1.15
5997,LANE FERTILITY INSTITUTE,NOVATO,2014.0,5.0,7,18,7,20.0,0.0,5.555555555555555,0.0,0.0,0.0,11.11111111111111,0.0,54.54545454545455,20.0,33.333333333333336,40.0,11.0,10,12,5,3.0,3.0,58.0,3.0,1.0,12.0,17.0,1.0,2.2,2.7,2.7,1.5,1.6,2.1,1.8,37.0,38.0,2.7777777777777777,6.388888888888889,36.96969696969697,2.1500000000000004,1.75
5998,AMERICAN REPRODUCTIVE CENTERS,PALM SPRINGS,2014.0,54.0,35,24,13,51.9,31.4,50.0,7.6923076923076925,1.9,0.0,4.2,0.0,0.0,50.0,0.0,0.0,2.0,6,1,1,21.0,9.0,45.0,12.0,37.0,38.0,24.0,2.3,2.2,2.5,2.6,2.0,1.7,2.0,2.0,126.0,10.0,1.525,35.24807692307692,12.5,2.4,1.925
5999,BAY IN VITRO FERTILIZATION CENTER FOR REPRODUCTIVE MEDICINE,PALO ALTO,2014.0,16.0,21,17,8,12.5,28.6,17.647058823529413,0.0,0.0,0.0,5.882352941176471,12.5,43.75,44.44444444444444,33.333333333333336,14.285714285714286,16.0,9,12,7,23.0,23.0,58.0,2.0,2.0,39.0,8.0,1.8,1.8,2.5,3.0,1.6,1.7,1.9,2.0,62.0,44.0,4.595588235294118,14.686764705882354,33.95337301587301,2.275,1.7999999999999998
6000,STANFORD FERTILITY AND REPRODUCTIVE MEDICINE CENTER,PALO ALTO,2014.0,111.0,67,109,70,24.3,17.9,10.1,5.7,4.5,4.5,8.3,24.3,52.1,34.4,22.9,41.7,71.0,64,48,24,12.0,11.0,36.0,7.0,3.0,72.0,8.0,1.4,1.7,2.0,2.1,1.2,1.2,1.4,1.4,357.0,207.0,10.4,14.500000000000002,37.775000000000006,1.7999999999999998,1.2999999999999998
6001,HRC FERTILITY-PASADENA,PASADENA,2014.0,196.0,112,101,71,37.2,29.5,30.7,16.9,4.6,9.8,16.8,23.9,52.7,65.0,30.3,21.7,91.0,40,33,23,1.0,2.0,37.0,1.0,6.0,9.0,28.0,1.9,2.0,2.0,2.6,1.6,1.7,1.5,1.6,480.0,187.0,13.775,28.575000000000003,42.425,2.125,1.6
6002,"REPRODUCTIVE PARTNERS-BEVERLY HILLS, REDONDO BEACH & WESTMINSTER",REDONDO BEACH,2014.0,100.0,90,132,85,26.0,21.1,18.2,7.1,9.0,7.8,15.2,21.2,55.1,52.4,39.8,38.0,118.0,103,103,50,6.0,5.0,26.0,5.0,3.0,13.0,35.0,1.5,2.0,2.5,3.3,1.4,1.5,1.6,2.2,407.0,374.0,13.3,18.099999999999998,46.325,2.325,1.675
6003,NORTHERN CALIFORNIA FERTILITY MEDICAL CENTER,ROSEVILLE,2014.0,115.0,69,58,16,25.2,29.0,25.9,6.25,2.6,5.8,6.9,12.5,39.8,39.6,39.4,28.571428571428573,98.0,48,33,7,13.0,24.0,29.0,11.0,5.0,51.0,38.0,1.9,1.9,2.2,2.6,1.6,1.8,1.7,1.6,258.0,186.0,6.95,21.5875,36.84285714285715,2.15,1.6750000000000003
6004,KAISER PERMANENTE CENTER FOR REPRODUCTIVE HEALTH-SACRAMENTO,SACRAMENTO,2014.0,116.0,65,40,18,50.9,44.6,35.0,11.11111111111111,6.0,9.2,17.5,22.22222222222222,55.7,38.9,27.77777777777778,33.333333333333336,61.0,36,18,3,11.0,13.0,24.0,4.0,4.0,44.0,6.0,1.4,1.8,2.4,2.7,1.6,1.4,1.8,2.3,239.0,118.0,13.730555555555556,35.40277777777778,38.92777777777778,2.075,1.775
6005,FERTILITY SPECIALISTS MEDICAL GROUP,SAN DIEGO,2014.0,66.0,38,21,14,19.7,7.9,4.8,0.0,19.7,15.8,28.6,21.428571428571427,43.9,31.4,40.9,37.5,66.0,35,22,8,9.0,13.0,48.0,1.0,9.0,46.0,10.0,1.7,1.8,2.2,2.3,1.4,1.3,1.3,1.4,139.0,131.0,21.382142857142856,8.1,38.425,2.0,1.35
6006,NAVAL MEDICAL CENTER SAN DIEGO INFERTILITY,SAN DIEGO,2014.0,68.0,20,25,2,44.1,45.0,32.0,0.0,4.4,0.0,12.0,0.0,39.6,37.5,30.4,0.0,48.0,16,23,2,26.0,19.0,12.0,4.0,2.0,35.0,5.0,1.8,2.1,1.9,3.0,1.5,1.7,1.7,3.0,115.0,89.0,4.1,30.275,26.875,2.2,1.975
6007,SAN DIEGO FERTILITY CENTER,SAN DIEGO,2014.0,111.0,66,72,45,23.4,21.2,20.8,4.4,12.6,15.2,16.7,22.2,46.3,35.4,15.2,21.05263157894737,80.0,48,33,19,7.0,4.0,63.0,2.0,7.0,29.0,8.0,2.0,2.2,2.4,2.4,1.8,1.9,1.9,2.1,294.0,180.0,16.675,17.45,29.48815789473684,2.25,1.9249999999999998
6008,WILLIAMS OB/GYN & ASSOCIATES,SAN DIMAS,2014.0,3.0,3,7,2,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.0,63.0,19.0,19.0,0.0,19.0,0.0,2.0,1.7,2.5,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,3.5714285714285716,0.0,1.8,0.0
6009,LAUREL FERTILITY CARE,SAN FRANCISCO,2014.0,41.0,13,15,4,22.0,23.076923076923077,13.333333333333334,0.0,2.4,0.0,6.666666666666667,0.0,56.0,65.0,60.0,16.666666666666668,25.0,20,15,6,10.0,15.0,17.0,4.0,7.0,36.0,6.0,1.8,1.8,3.0,2.3,1.5,1.6,1.7,1.5,73.0,66.0,2.2666666666666666,14.602564102564104,49.416666666666664,2.2249999999999996,1.575
6010,PACIFIC FERTILITY CENTER,SAN FRANCISCO,2014.0,84.0,52,68,41,27.4,11.5,8.8,7.3,20.2,26.9,27.9,17.1,51.8,53.3,47.1,50.0,114.0,152,138,42,6.0,9.0,50.0,6.0,10.0,31.0,19.0,1.3,1.6,2.3,2.8,1.1,1.1,1.1,1.1,245.0,446.0,23.025,13.75,50.55,2.0,1.1
6011,UCSF CENTER FOR REPRODUCTIVE HEALTH,SAN FRANCISCO,2014.0,144.0,164,212,150,35.4,30.5,15.1,10.0,10.4,19.5,24.1,24.7,45.7,39.4,33.8,22.4,105.0,142,139,58,10.0,4.0,45.0,4.0,3.0,22.0,9.0,1.6,1.9,2.7,4.1,1.6,1.6,2.0,2.7,670.0,444.0,19.675,22.75,35.324999999999996,2.575,1.975
6012,PALO ALTO MEDICAL FOUNDATION FERTILITY PHYSICIANS OF NORTHERN CALIFORNIA,SAN JOSE,2014.0,175.0,94,139,71,26.9,30.9,16.5,9.9,8.6,9.6,24.5,16.9,27.6,24.3,22.6,14.3,87.0,74,62,21,11.0,10.0,34.0,8.0,2.0,37.0,16.0,1.5,1.7,2.3,2.9,1.5,1.4,1.5,1.5,479.0,244.0,14.9,21.05,22.2,2.1,1.475
6013,"ALEX STEINLEITNER, MD",SAN LUIS OBISPO,2014.0,30.0,10,13,9,26.7,40.0,23.076923076923077,11.11111111111111,43.3,40.0,23.076923076923077,11.11111111111111,34.4,8.333333333333334,37.5,0.0,32.0,12,8,3,13.0,13.0,14.0,4.0,5.0,45.0,6.0,2.1,1.8,3.3,3.5,1.8,1.7,2.0,1.7,62.0,55.0,29.372008547008548,25.22200854700855,20.058333333333334,2.675,1.8
6014,REPRODUCTIVE SCIENCE CENTER OF THE SAN FRANCISCO BAY AREA,SAN RAMON,2014.0,191.0,140,106,51,48.7,37.9,21.7,11.8,7.9,11.4,19.8,27.5,44.1,48.2,37.8,37.5,170.0,110,119,56,13.0,17.0,38.0,9.0,7.0,29.0,33.0,1.4,1.4,1.9,2.2,1.3,1.3,1.3,1.3,488.0,455.0,16.65,30.025,41.900000000000006,1.7249999999999999,1.3
6015,SANTA BARBARA FERTILITY CENTER,SANTA BARBARA,2014.0,14.0,9,22,10,50.0,22.22222222222222,9.1,10.0,0.0,0.0,13.6,0.0,36.36363636363637,66.66666666666667,60.0,25.0,11.0,6,5,4,7.0,2.0,43.0,1.0,6.0,10.0,23.0,1.4,2.3,2.3,3.1,1.5,1.8,2.0,2.3,55.0,26.0,3.4,22.830555555555556,47.00757575757576,2.275,1.9
6016,SANTA MONICA FERTILITY,SANTA MONICA,2014.0,0.0,1,8,2,0.0,0.0,37.5,0.0,0.0,0.0,12.5,0.0,75.0,75.0,50.0,33.333333333333336,4.0,4,8,3,4.0,2.0,9.0,0.0,3.0,6.0,90.0,0.0,2.0,2.8,4.0,1.3,1.3,1.0,1.7,11.0,19.0,3.125,9.375,58.333333333333336,2.2,1.325
6017,SANTA MONICA UCLA GYN SUBSPECIALTIES GROUP,SANTA MONICA,2014.0,6.0,5,3,5,0.0,20.0,0.0,0.0,33.333333333333336,40.0,33.333333333333336,20.0,40.0,80.0,0.0,0.0,10.0,5,6,2,2.0,15.0,57.0,4.0,7.0,32.0,13.0,2.0,2.0,1.0,4.0,1.3,1.4,1.5,1.5,19.0,23.0,31.66666666666667,5.0,30.0,2.25,1.425
6018,"ADVANCED FERTILITY ASSOCIATES MEDICAL GROUP, INC.",SANTA ROSA,2014.0,33.0,13,18,13,51.5,61.53846153846154,27.77777777777778,23.076923076923077,3.0,0.0,0.0,30.76923076923077,56.0,33.333333333333336,40.0,50.0,25.0,9,10,2,19.0,9.0,45.0,8.0,1.0,25.0,12.0,1.9,2.3,3.5,4.7,1.8,1.6,2.4,1.5,77.0,46.0,8.442307692307693,40.973290598290596,44.833333333333336,3.0999999999999996,1.8250000000000002
6019,VALLEY CENTER FOR REPRODUCTIVE HEALTH,SHERMAN OAKS,2014.0,14.0,3,7,3,14.285714285714286,0.0,14.285714285714286,0.0,0.0,0.0,14.285714285714286,33.333333333333336,42.9,57.142857142857146,33.333333333333336,0.0,21.0,7,3,1,20.0,14.0,17.0,6.0,9.0,21.0,14.0,1.8,2.0,2.0,2.0,1.8,1.6,1.3,1.0,27.0,32.0,11.904761904761905,7.142857142857143,33.34404761904762,1.95,1.425
6020,THE CENTER FOR FERTILITY AND GYNECOLOGY,TARZANA,2014.0,26.0,20,26,15,53.8,45.0,26.9,26.666666666666668,0.0,5.0,7.7,6.666666666666667,73.9,72.22222222222223,38.1,42.857142857142854,23.0,18,21,7,7.0,3.0,41.0,3.0,2.0,29.0,17.0,1.8,1.9,2.3,2.6,1.9,1.7,1.9,1.4,87.0,69.0,4.841666666666667,38.09166666666666,56.76984126984127,2.15,1.725
6021,TREE OF LIFE CENTER FOR FERTILITY,TARZANA,2014.0,4.0,3,6,2,0.0,33.333333333333336,16.666666666666668,0.0,0.0,0.0,0.0,0.0,75.0,100.0,0.0,100.0,4.0,1,2,1,3.0,10.0,66.0,0.0,7.0,59.0,10.0,1.5,1.0,1.8,1.0,1.8,1.0,2.0,2.0,15.0,8.0,0.0,12.5,68.75,1.325,1.7
6022,FERTILITY AND SURGICAL ASSOCIATES OF CALIFORNIA,THOUSAND OAKS,2014.0,31.0,14,19,26,25.8,28.571428571428573,0.0,0.0,3.2,0.0,5.2631578947368425,7.7,52.4,52.1,47.9,52.6,191.0,94,96,38,6.0,9.0,53.0,5.0,3.0,20.0,12.0,1.8,1.6,2.5,0.0,1.5,1.4,1.3,1.4,90.0,419.0,4.04078947368421,13.592857142857143,51.25,1.475,1.4
6023,PACIFIC REPRODUCTIVE CENTER,TORRANCE,2014.0,98.0,49,37,20,57.1,53.1,37.8,20.0,0.0,0.0,0.0,0.0,66.66666666666667,50.0,66.66666666666667,0.0,6.0,2,3,1,13.0,14.0,31.0,7.0,2.0,45.0,15.0,1.8,1.9,2.4,2.8,1.8,1.5,1.7,2.0,204.0,12.0,0.0,42.0,45.833333333333336,2.2249999999999996,1.75
6024,UNIVERSITY FERTILITY CENTER,TORRANCE,2014.0,46.0,37,34,26,43.5,32.4,20.6,7.7,6.5,2.7,2.9,11.5,40.0,21.428571428571427,37.5,28.571428571428573,20.0,14,8,7,19.0,10.0,17.0,2.0,2.0,19.0,19.0,2.2,2.3,2.6,2.7,2.5,2.7,3.4,3.7,143.0,49.0,5.9,26.05,31.875,2.45,3.075
6025,REPRODUCTIVE FERTILITY CENTER,WEST HOLLYWOOD,2014.0,53.0,40,43,21,50.9,50.0,37.2,14.3,0.0,0.0,0.0,0.0,38.5,17.647058823529413,21.428571428571427,20.0,26.0,17,14,5,10.0,12.0,52.0,4.0,5.0,32.0,13.0,2.3,2.6,2.6,3.7,2.0,2.1,2.8,2.4,157.0,62.0,0.0,38.10000000000001,24.39390756302521,2.8,2.3249999999999997
6026,ADVANCED REPRODUCTIVE MEDICINE,AURORA,2014.0,42.0,16,7,2,42.9,50.0,28.571428571428573,0.0,4.8,6.25,0.0,0.0,48.1,40.0,37.5,0.0,27.0,10,8,1,18.0,5.0,46.0,2.0,7.0,29.0,30.0,1.8,1.9,2.2,2.5,1.5,1.3,1.5,1.0,67.0,46.0,2.7625,30.367857142857144,31.4,2.1,1.325
6027,REPRODUCTIVE MEDICINE & FERTILITY CENTER,COLORADO SPRINGS,2014.0,68.0,16,12,1,13.2,0.0,8.333333333333334,0.0,1.5,0.0,0.0,0.0,48.4,54.54545454545455,50.0,0.0,31.0,11,2,0,4.0,54.0,20.0,1.0,1.0,85.0,11.0,1.7,1.3,1.4,2.0,1.9,1.7,2.0,0.0,97.0,44.0,0.375,5.383333333333333,38.236363636363635,1.6,1.4
6028,COLORADO REPRODUCTIVE ENDOCRINOLOGY,DENVER,2014.0,26.0,11,9,1,26.9,9.090909090909092,11.11111111111111,0.0,3.8,0.0,22.22222222222222,0.0,44.44444444444444,0.0,0.0,0.0,9.0,3,1,2,9.0,24.0,23.0,4.0,1.0,21.0,9.0,1.9,2.1,2.9,2.0,1.7,1.7,2.0,1.5,47.0,15.0,6.5055555555555555,11.77550505050505,11.11111111111111,2.225,1.725
6029,FERTILE HOPE IVF,ENGLEWOOD,2014.0,22.0,10,10,1,45.5,20.0,30.0,0.0,9.1,0.0,20.0,0.0,50.0,0.0,0.0,0.0,4.0,6,4,0,17.0,17.0,48.0,11.0,1.0,28.0,17.0,1.7,2.0,2.1,4.0,1.8,1.8,1.5,0.0,43.0,14.0,7.275,23.875,12.5,2.45,1.275
